industry_type,primary_hotspot_key,production_volume_units,grid_electricity_kwh,renewable_electricity_kwh,renewable_energy_ratio,fossil_fuel_burn_mj,raw_material_kg,virgin_material_percentage,waste_generated_kg,waste_landfill_percentage,transport_tkm,primary_hotspot_share_pct,scope1_share_pct,scope2_share_pct,scope3_share_pct,target_intervention_category
textile,coal,395595.5,2367955.5,152314.0,0.0604,1272408.0,58403.7,52.43,10222.6,71.96,24293.5,53.12,61.91,27.18,10.91,Renewable Energy Substitution
general,raw_materials,1958168.0,461312.1,85267.3,0.156,458138.4,683201.0,87.32,49989.0,78.91,28693.4,46.11,21.41,26.64,51.95,Recycled Materials
chemical,electricity,397484.3,1940941.1,139340.8,0.067,63244.7,65677.7,50.73,21125.0,66.1,16046.4,56.96,17.22,68.91,13.87,Renewable Energy Substitution
general,coal,589240.2,526357.1,165624.6,0.2393,753698.1,266560.9,81.27,40631.0,45.72,39783.5,31.86,53.91,36.23,9.86,Process Changes
food_processing,electricity,690621.3,523052.8,179067.1,0.255,1028893.4,245253.8,75.21,28617.1,63.79,28537.0,43.28,23.54,40.85,35.61,Energy Optimization
chemical,raw_materials,1794331.4,773900.8,115876.1,0.1302,173638.0,566882.0,89.9,50986.1,69.84,27407.8,41.83,11.48,24.9,63.62,Alternative Materials
chemical,raw_materials,737372.5,447314.0,82517.0,0.1557,260983.2,442060.4,66.29,91064.0,91.27,52168.1,37.81,19.71,34.16,46.13,Material Reuse
chemical,waste,1097652.1,575020.1,62390.1,0.0979,234470.9,318848.3,67.15,92606.7,88.68,53702.2,31.12,27.57,16.45,55.98,Material Reuse
food_processing,diesel,764261.8,231934.3,78373.3,0.2526,1397756.4,235728.1,54.73,23330.5,44.94,188783.1,42.63,53.0,12.89,34.11,Transportation Optimization
metal_engineering,diesel,386582.4,347132.3,58491.2,0.1442,993062.1,222816.1,56.93,34482.5,54.91,319097.7,44.73,40.49,17.61,41.9,Transportation Optimization
textile,raw_materials,1350993.9,413392.1,67711.5,0.1407,159808.5,432487.5,77.04,43756.1,73.23,67211.5,43.73,19.63,32.39,47.98,Material Reuse
general,diesel,1033724.8,443455.5,51237.4,0.1036,832115.5,304433.8,78.13,15296.7,47.68,124272.0,51.15,45.16,10.94,43.9,Transportation Optimization
chemical,waste,1560577.8,404965.0,110498.4,0.2144,340861.1,692987.2,79.18,238975.1,79.97,38144.5,30.51,25.06,27.04,47.9,Waste-to-Value
food_processing,raw_materials,724309.2,257550.5,20689.5,0.0744,55991.9,355310.6,75.47,73851.2,70.19,60361.2,39.36,21.64,29.64,48.72,Material Reuse
food_processing,diesel,651025.5,315369.8,78023.4,0.1983,1256794.5,237884.8,59.94,26438.9,46.89,114134.9,32.71,42.31,15.94,41.75,Transportation Optimization
chemical,electricity,1290297.4,938119.0,118303.8,0.112,745848.6,488883.8,72.3,57014.1,57.18,59387.4,46.95,54.32,35.29,10.39,Process Changes
general,raw_materials,2550165.1,207272.5,51356.2,0.1986,391555.8,1021383.4,98.43,39514.2,53.29,41918.4,48.0,22.67,16.47,60.86,Alternative Materials
textile,coal,742951.4,1615878.6,178760.6,0.0996,1789351.4,243750.7,72.77,30274.4,61.88,31798.7,44.12,55.87,22.72,21.41,Renewable Energy Substitution
metal_engineering,transport,874333.5,213875.8,69648.5,0.2457,1074229.5,369766.6,57.82,19830.5,55.15,295301.5,54.59,49.36,13.33,37.31,Transportation Optimization
metal_engineering,raw_materials,663823.0,626733.2,53982.0,0.0793,376498.7,358918.3,76.83,52684.0,83.89,45881.4,44.91,17.34,28.21,54.45,Recycled Materials
chemical,waste,1680659.7,258852.2,106868.5,0.2922,160997.5,510941.0,60.62,135906.2,97.68,18020.8,40.59,19.61,33.58,46.81,Waste-to-Value
chemical,transport,977099.8,412252.5,19743.9,0.0457,1391456.4,314804.1,69.62,29016.7,45.35,225033.8,56.47,50.27,19.17,30.56,Transportation Optimization
chemical,waste,719640.7,357910.1,59377.3,0.1423,314195.2,294518.9,77.36,38697.5,70.06,49688.0,38.61,16.82,17.28,65.9,Material Reuse
general,electricity,290334.7,724480.5,84846.3,0.1048,733344.3,117243.0,74.59,23314.8,53.56,34860.4,32.84,27.56,51.31,21.13,Energy Optimization
general,raw_materials,1127122.9,245001.3,78873.6,0.2435,132529.7,373687.7,72.84,109825.4,76.59,51747.8,43.61,15.37,28.93,55.7,Material Reuse
food_processing,electricity,389952.6,1171012.5,306127.6,0.2072,803461.9,90070.8,78.64,36977.8,69.85,33807.5,40.07,21.12,47.63,31.25,Energy Optimization
textile,raw_materials,2985212.3,741737.0,130794.3,0.1499,283731.6,833899.4,97.49,27413.2,52.37,29580.4,55.48,10.52,23.74,65.74,Alternative Materials
general,electricity,1409439.7,1032473.7,103516.7,0.0911,595246.1,386978.2,78.97,28582.3,62.05,52568.4,46.9,49.26,41.09,9.65,Process Changes
metal_engineering,electricity,747309.1,1163385.1,85715.1,0.0686,1412340.2,226316.9,80.18,49587.2,50.78,32100.2,32.9,42.66,29.07,28.27,Process Changes
food_processing,waste,809473.8,263408.1,58997.4,0.183,159236.3,373785.2,67.97,67273.7,76.87,88265.1,25.81,28.6,31.54,39.86,Material Reuse
metal_engineering,raw_materials,1823480.2,234668.3,110354.6,0.3198,394287.6,515262.1,86.99,24855.4,59.1,24041.8,53.23,10.93,22.64,66.43,Alternative Materials
metal_engineering,waste,527380.9,346143.9,35750.4,0.0936,161106.3,233411.1,62.59,113163.6,41.36,31473.6,32.0,28.07,32.27,39.66,Recycling Loops
general,electricity,1087514.9,845890.1,215285.9,0.2029,740632.2,292776.1,79.0,49434.4,66.66,46834.3,31.69,36.62,49.18,14.2,Energy Optimization
food_processing,waste,1080525.2,369744.4,46016.0,0.1107,445378.8,353003.1,63.19,163656.9,94.73,35341.8,37.4,23.42,30.72,45.86,Waste-to-Value
textile,raw_materials,1700939.2,546319.9,25686.1,0.0449,93051.2,802778.2,89.8,49166.9,69.57,53824.2,53.23,16.45,25.09,58.46,Alternative Materials
general,coal,676766.3,2496216.1,129102.3,0.0492,1589363.9,188679.4,57.16,11755.2,59.11,34510.7,67.95,52.17,32.93,14.9,Renewable Energy Substitution
metal_engineering,waste,1400081.8,601257.0,97052.5,0.139,109141.2,413263.9,64.84,58754.5,63.15,37781.4,34.88,18.12,34.73,47.15,Recycling Loops
chemical,raw_materials,1532066.4,488296.1,66225.1,0.1194,185965.1,526153.0,89.97,52888.3,65.64,22694.0,45.92,20.74,32.33,46.93,Recycled Materials
metal_engineering,raw_materials,1203345.4,351062.1,87839.6,0.2001,128414.0,387015.5,75.05,50800.9,68.06,23534.2,35.35,17.21,34.6,48.19,Recycled Materials
metal_engineering,diesel,458414.5,388744.1,66373.9,0.1458,1754856.4,144640.6,65.97,24188.4,67.67,234273.6,35.78,45.91,19.82,34.27,Transportation Optimization
metal_engineering,raw_materials,1235844.6,374307.6,40580.3,0.0978,463771.8,373583.7,88.07,54954.7,62.34,53440.7,36.94,27.89,22.53,49.58,Recycled Materials
metal_engineering,raw_materials,1968814.9,799648.2,26267.6,0.0318,392011.0,666217.2,97.19,51295.4,67.01,49538.0,57.33,16.06,19.91,64.03,Alternative Materials
textile,natural_gas,1150269.1,458707.2,90783.9,0.1652,543925.4,484086.9,65.24,34773.9,71.1,49850.6,34.82,36.44,39.31,24.25,Process Changes
textile,raw_materials,2681697.8,373546.9,137010.8,0.2684,90648.6,1160326.9,89.4,55536.1,68.09,53068.3,59.65,14.33,29.42,56.25,Alternative Materials
chemical,electricity,473609.3,955713.4,266152.5,0.2178,1013332.0,188702.1,77.14,34115.4,55.29,18773.8,34.69,34.68,53.43,11.89,Energy Optimization
metal_engineering,raw_materials,746525.5,397373.8,33137.2,0.077,370977.3,203700.4,78.4,53693.3,71.93,37319.9,40.39,25.08,25.08,49.84,Recycling Loops
metal_engineering,raw_materials,2497936.0,728596.0,99257.4,0.1199,468397.8,701487.0,86.04,72393.0,68.22,48247.5,35.9,20.18,25.03,54.79,Recycled Materials
textile,natural_gas,603476.5,819211.0,168806.1,0.1709,743180.4,268397.7,70.46,27686.1,51.19,29303.7,36.77,34.92,37.42,27.66,Energy Optimization
textile,electricity,456958.0,1614915.6,39475.6,0.0239,240797.5,98274.1,74.74,27354.1,74.52,44996.5,64.35,29.0,56.59,14.41,Renewable Energy Substitution
chemical,diesel,905583.6,183085.1,45739.8,0.1999,1157946.0,296037.5,64.13,13586.9,55.23,298561.6,36.15,52.24,18.91,28.85,Transportation Optimization
textile,electricity,906139.3,2206865.4,84215.7,0.0368,134710.7,200321.0,77.47,16889.3,74.05,12957.2,41.92,24.89,66.68,8.43,Renewable Energy Substitution
metal_engineering,transport,1132210.0,436430.6,50594.5,0.1039,1662746.2,313841.7,66.59,28863.4,41.15,96229.2,34.17,45.94,13.53,40.53,Transportation Optimization
chemical,natural_gas,1190581.6,1170380.8,154730.2,0.1168,1009907.4,444995.8,63.2,43044.7,53.37,26446.5,39.38,37.62,38.98,23.4,Process Changes
metal_engineering,coal,425811.4,1129795.0,100001.9,0.0813,1696130.0,99441.1,75.06,34363.1,52.55,15869.6,42.58,56.51,34.56,8.93,Renewable Energy Substitution
food_processing,natural_gas,612512.5,926966.4,301754.7,0.2456,885871.7,167638.2,61.67,25174.7,58.59,24647.2,31.76,30.55,38.4,31.05,Energy Optimization
chemical,raw_materials,1022289.7,873775.1,86501.5,0.0901,235696.3,290580.4,80.7,30995.7,67.46,31093.0,48.18,28.13,24.54,47.33,Recycled Materials
general,coal,662472.2,2108510.1,14555.5,0.0069,1217333.2,177574.6,74.04,11754.4,54.65,30434.3,41.85,47.7,28.27,24.03,Renewable Energy Substitution
metal_engineering,waste,607565.8,841290.7,32189.2,0.0369,303688.8,313810.3,61.01,76260.1,72.73,15294.1,38.93,22.52,38.1,39.38,Recycling Loops
chemical,coal,590002.9,1438959.3,20409.6,0.014,750099.9,139164.4,61.91,24029.7,55.02,32556.7,66.24,47.16,16.99,35.85,Renewable Energy Substitution
general,raw_materials,2761438.8,496288.4,70394.3,0.1242,271449.2,933471.4,85.06,26678.1,71.39,46655.4,59.25,21.42,29.26,49.32,Alternative Materials
general,waste,886518.6,302664.7,67438.8,0.1822,330798.3,387342.9,74.53,86715.1,78.6,51635.5,44.93,26.26,27.89,45.85,Material Reuse
textile,raw_materials,1108306.1,699465.6,47604.1,0.0637,113638.7,465064.1,89.26,40990.3,62.96,31649.2,51.46,12.09,19.38,68.53,Alternative Materials
textile,raw_materials,2122851.6,645623.9,75314.1,0.1045,171077.2,633934.9,98.83,21604.4,76.01,43147.0,47.65,20.88,22.3,56.82,Alternative Materials
textile,waste,885506.4,393918.2,54952.1,0.1224,264160.3,390547.5,72.87,55361.0,63.2,36313.5,31.67,22.37,39.63,38.0,Recycling Loops
metal_engineering,transport,408880.2,405407.4,68309.4,0.1442,1684476.0,129529.0,53.14,29910.0,47.57,103464.5,42.43,55.5,11.9,32.6,Transportation Optimization
chemical,waste,931588.8,286381.2,34383.1,0.1072,245570.8,352690.7,83.14,131384.1,92.43,30907.4,47.6,18.9,34.13,46.97,Waste-to-Value
food_processing,coal,427154.6,1401149.7,87182.6,0.0586,986937.1,174537.6,53.25,28633.7,49.64,10617.2,55.48,56.57,23.53,19.9,Renewable Energy Substitution
chemical,electricity,647876.3,2340105.3,142577.3,0.0574,151743.0,167765.0,56.75,13976.5,54.19,17952.7,46.84,32.31,60.92,6.77,Renewable Energy Substitution
general,diesel,430089.3,274789.8,76136.4,0.217,888537.8,128500.8,52.08,22615.4,59.25,165277.5,49.95,36.53,22.86,40.61,Transportation Optimization
general,electricity,627207.6,1161582.0,163451.5,0.1234,960891.1,239942.7,68.5,47367.5,49.17,24356.8,29.07,35.91,47.44,16.65,Energy Optimization
textile,electricity,851221.8,1397614.0,153021.2,0.0987,1157489.3,226207.5,78.83,21988.1,46.02,32087.3,35.66,26.63,54.15,19.22,Energy Optimization
chemical,electricity,348833.9,875451.1,164841.6,0.1585,1044279.2,82103.6,75.96,35000.7,69.65,35630.5,28.94,21.01,52.66,26.33,Energy Optimization
metal_engineering,coal,1684677.2,842167.7,91115.3,0.0976,929042.1,473901.5,70.19,21190.5,46.74,54249.8,51.13,48.77,32.29,18.94,Process Changes
chemical,diesel,790633.8,331053.8,73243.7,0.1812,1015799.7,358252.5,51.62,34552.3,67.36,173536.7,52.14,52.58,22.98,24.44,Transportation Optimization
chemical,raw_materials,1141203.5,323617.1,33277.0,0.0932,409794.2,337381.7,80.29,58324.3,72.85,20948.7,47.67,15.16,31.43,53.41,Recycled Materials
chemical,electricity,274870.8,1092678.1,207172.4,0.1594,318595.7,101319.9,65.81,38089.7,47.46,34623.0,30.04,24.23,38.44,37.33,Energy Optimization
food_processing,electricity,1330640.0,514862.0,129154.1,0.2005,1227584.9,489169.7,78.8,40236.0,63.39,47531.4,41.28,44.51,37.9,17.59,Process Changes
general,electricity,523569.9,2183387.4,58881.1,0.0263,134032.6,94745.1,65.83,36551.9,52.08,23106.3,64.09,22.88,61.06,16.06,Renewable Energy Substitution
general,natural_gas,713547.3,891537.0,34200.8,0.0369,1524967.4,359194.9,61.08,35412.5,47.31,35717.8,44.74,44.4,32.67,22.93,Process Changes
metal_engineering,diesel,367851.0,303348.1,23541.3,0.072,1785239.0,199911.5,67.56,29484.8,67.62,263776.0,49.54,46.65,19.08,34.27,Transportation Optimization
textile,coal,446547.4,2223174.0,121339.9,0.0518,1662714.1,88607.7,69.68,12238.6,52.18,17905.2,60.13,54.8,30.02,15.18,Renewable Energy Substitution
metal_engineering,coal,384361.2,2466240.3,83384.3,0.0327,1162098.6,62595.6,80.57,27057.2,53.48,13947.0,66.51,55.6,20.66,23.74,Renewable Energy Substitution
general,electricity,432002.9,1303567.6,200571.2,0.1333,774636.0,132950.7,75.19,34751.9,66.4,46309.5,39.03,34.51,45.98,19.51,Energy Optimization
general,raw_materials,302760.5,467739.3,86525.9,0.1561,95093.2,163507.0,85.21,58620.0,73.22,63107.7,36.97,15.46,20.5,64.04,Material Reuse
general,transport,955422.9,410598.5,42237.0,0.0933,1183186.2,340750.6,58.89,12420.3,55.61,211622.8,52.73,59.21,10.83,29.96,Transportation Optimization
food_processing,coal,566270.5,595951.2,45021.5,0.0702,1388248.6,204095.9,74.88,35423.3,51.78,45578.7,40.05,43.0,36.86,20.14,Process Changes
food_processing,electricity,378688.8,1687702.3,120488.7,0.0666,101882.5,91666.6,59.67,31351.6,61.22,39601.7,48.28,31.21,64.04,4.75,Renewable Energy Substitution
general,coal,768028.0,2026161.4,84881.0,0.0402,1916596.5,191852.4,64.76,22793.9,72.15,30174.2,59.78,53.34,19.47,27.19,Renewable Energy Substitution
metal_engineering,raw_materials,1309186.2,455802.5,175458.5,0.2779,272493.5,475887.2,71.11,27902.1,80.76,36027.5,36.53,24.21,23.79,52.0,Recycled Materials
general,raw_materials,1143234.9,336419.1,84264.4,0.2003,319189.5,331376.4,75.48,37311.8,91.98,35780.6,43.9,22.34,21.84,55.82,Material Reuse
chemical,natural_gas,370737.9,1240518.4,382236.1,0.2355,975710.7,111650.5,72.44,17811.3,62.37,28364.4,30.25,37.24,47.28,15.48,Energy Optimization
metal_engineering,electricity,326907.6,626621.1,120585.8,0.1614,964701.3,144661.7,71.49,29544.6,47.94,26560.0,40.32,32.24,37.4,30.36,Energy Optimization
textile,waste,1655041.0,803768.7,61672.8,0.0713,139368.3,493255.9,77.82,101922.7,51.18,21305.1,47.03,28.85,31.86,39.29,Recycling Loops
metal_engineering,electricity,311562.7,874337.1,272939.3,0.2379,446624.5,139594.9,60.87,27754.9,54.5,43184.5,39.1,28.73,48.04,23.23,Energy Optimization
general,coal,705735.9,1153457.0,128333.7,0.1001,754580.3,250697.8,71.66,60402.4,49.49,53038.9,36.41,48.93,41.51,9.56,Process Changes
textile,waste,1259906.8,640872.9,58757.3,0.084,300994.6,616528.5,77.2,64021.1,82.74,19334.3,35.82,28.58,20.55,50.87,Waste-to-Value
metal_engineering,raw_materials,1025908.0,341938.3,69014.7,0.1679,225612.6,341665.6,79.73,54458.7,72.12,42156.3,29.49,22.5,31.81,45.69,Material Reuse
food_processing,raw_materials,1453529.8,413821.8,74010.4,0.1517,175234.5,405737.7,77.0,40563.2,74.8,85399.9,39.5,28.42,17.35,54.23,Material Reuse
food_processing,coal,1490756.4,558214.1,152901.9,0.215,1502193.6,475234.8,67.63,46398.9,72.44,32826.6,48.04,35.19,25.07,39.74,Process Changes
food_processing,electricity,834328.4,1040768.2,286200.7,0.2157,1045297.7,254139.0,77.65,48853.9,55.98,48261.7,40.3,21.41,48.64,29.95,Energy Optimization
metal_engineering,electricity,495104.9,568780.7,108360.7,0.16,1141844.0,269769.6,65.71,20497.1,56.23,27454.1,39.6,39.33,42.26,18.41,Energy Optimization
metal_engineering,electricity,1439879.8,835657.7,60785.1,0.0678,1264862.3,446442.8,66.48,35484.5,74.71,34970.6,46.74,44.05,40.87,15.08,Process Changes
food_processing,diesel,778495.9,431709.9,73004.5,0.1446,661760.0,258146.4,53.22,15018.6,67.01,204262.0,51.72,36.61,16.25,47.14,Transportation Optimization
chemical,electricity,1162537.0,684075.8,104349.2,0.1324,1457361.9,460344.6,62.1,60063.9,59.15,49754.5,33.08,48.41,29.73,21.86,Process Changes
food_processing,electricity,602718.2,567675.2,109038.5,0.1611,1096422.1,246152.0,66.46,47836.4,46.92,48643.2,32.18,20.18,43.68,36.14,Energy Optimization
textile,electricity,913271.1,521641.8,154522.2,0.2285,367317.0,297475.4,73.5,41370.7,51.15,38585.3,28.73,36.76,38.39,24.85,Energy Optimization
chemical,electricity,629583.4,1456400.8,242660.7,0.1428,540883.3,275569.5,75.44,47429.1,46.58,36971.5,30.46,30.08,38.11,31.81,Energy Optimization
metal_engineering,coal,516943.6,2091120.9,220120.6,0.0952,1121450.6,150425.6,68.27,15822.8,64.13,41604.2,44.58,46.73,29.76,23.51,Renewable Energy Substitution
general,natural_gas,620337.0,1190506.6,132717.7,0.1003,604870.0,170588.2,61.94,23256.5,46.29,49868.5,40.52,21.75,35.4,42.85,Energy Optimization
chemical,transport,320631.3,384431.8,31535.3,0.0758,1502267.7,145934.1,61.87,26400.2,64.85,272052.1,50.76,43.98,11.83,44.19,Transportation Optimization
chemical,transport,573626.1,153460.8,67324.3,0.3049,1220897.0,305563.2,77.44,23529.3,55.1,156852.3,39.94,54.91,16.74,28.35,Transportation Optimization
textile,electricity,221391.1,743726.9,73582.1,0.09,279062.2,91534.9,68.88,18338.7,57.28,25282.1,47.53,27.51,48.79,23.7,Renewable Energy Substitution
chemical,transport,384094.1,269258.8,18087.1,0.0629,1638690.1,150938.5,77.92,21964.9,50.21,260604.7,54.8,44.27,16.11,39.62,Transportation Optimization
chemical,waste,1434861.5,402703.1,68054.4,0.1446,191350.0,411077.2,68.35,49662.5,45.1,15835.9,36.35,29.32,26.74,43.94,Recycling Loops
food_processing,waste,778829.7,441502.1,33114.5,0.0698,270786.1,255431.0,75.66,79957.3,74.28,79498.3,31.05,24.94,18.17,56.89,Material Reuse
food_processing,waste,482048.0,486891.7,86607.3,0.151,109892.6,207455.1,63.24,107816.2,84.88,29623.2,33.45,25.1,28.94,45.96,Waste-to-Value
general,diesel,826385.0,472236.3,25478.8,0.0512,964708.4,358106.0,55.96,10086.7,66.12,165083.4,42.78,46.16,22.72,31.12,Transportation Optimization
general,raw_materials,984473.7,298539.3,25060.3,0.0774,89512.9,450560.7,79.58,53990.1,83.88,66654.8,38.11,18.5,32.29,49.21,Material Reuse
general,waste,1207823.5,567515.4,62829.6,0.0997,284189.7,329668.5,65.9,105746.3,41.41,17369.2,26.15,17.29,26.03,56.68,Recycling Loops
food_processing,raw_materials,968900.5,446221.0,23164.6,0.0494,170911.6,377203.9,81.06,82860.5,78.01,40611.2,33.54,16.93,33.95,49.12,Material Reuse
textile,waste,1203147.5,715951.3,73708.7,0.0933,207015.8,429793.5,64.66,180905.4,86.5,18099.0,34.94,22.19,33.31,44.5,Waste-to-Value
food_processing,coal,630691.7,627133.9,66449.6,0.0958,773404.2,301482.5,80.45,61078.6,51.07,41718.0,44.01,45.44,33.68,20.88,Process Changes
metal_engineering,coal,499914.5,2439976.6,248491.0,0.0924,1819920.1,142002.4,71.83,21303.0,42.72,24037.4,56.63,50.74,31.96,17.3,Renewable Energy Substitution
food_processing,coal,1266551.1,522905.2,144660.0,0.2167,1296394.9,376007.1,71.71,59974.7,68.0,52477.7,47.89,47.85,34.16,17.99,Process Changes
metal_engineering,raw_materials,666490.1,586636.3,56177.2,0.0874,92835.7,286302.1,86.89,58979.1,91.7,87875.0,32.0,16.25,29.49,54.26,Material Reuse
chemical,waste,506726.0,478490.2,56185.9,0.1051,155383.7,283807.1,76.55,164581.8,77.81,18380.9,31.81,26.16,30.68,43.16,Waste-to-Value
textile,waste,365754.6,436997.4,58599.4,0.1182,236772.6,153516.4,69.48,71849.8,93.76,58016.5,33.49,25.72,27.08,47.2,Material Reuse
chemical,natural_gas,553835.6,637481.6,52861.0,0.0766,651892.0,202913.5,62.85,30823.0,54.2,58463.2,42.73,54.75,32.45,12.8,Process Changes
general,coal,339079.5,1153165.8,24633.8,0.0209,1661450.2,114336.8,78.16,15215.4,57.25,34081.3,58.26,57.02,33.5,9.48,Renewable Energy Substitution
metal_engineering,raw_materials,1232123.3,480810.3,109247.7,0.1851,286006.6,349768.3,78.87,98382.6,62.31,28835.7,26.25,25.45,30.64,43.91,Recycling Loops
food_processing,transport,1078534.8,198229.9,63254.5,0.2419,1655828.1,383245.3,51.76,28497.7,61.8,307835.2,38.58,53.55,10.82,35.63,Transportation Optimization
food_processing,natural_gas,661017.7,1048638.4,271082.7,0.2054,830185.2,281342.6,77.97,48984.4,61.69,49017.0,42.15,25.42,43.55,31.03,Energy Optimization
chemical,raw_materials,1279867.0,451873.4,53292.9,0.1055,99961.6,495161.9,83.88,56110.8,71.75,38397.5,27.41,23.71,33.58,42.71,Material Reuse
food_processing,coal,469820.4,1293363.7,11254.7,0.0086,1991083.9,224004.5,66.31,29991.3,63.49,16806.9,45.6,54.39,33.23,12.38,Renewable Energy Substitution
chemical,raw_materials,2637772.4,694808.6,65215.2,0.0858,287305.7,809158.8,88.74,55145.2,73.92,46338.1,56.71,23.01,25.63,51.36,Alternative Materials
chemical,waste,2058936.4,301416.4,30032.4,0.0906,399460.9,663632.4,62.26,81551.2,75.76,18135.2,35.24,29.55,30.02,40.43,Waste-to-Value
metal_engineering,waste,545398.0,534745.4,65785.2,0.1095,349762.2,250396.3,71.45,46981.2,74.1,52111.2,40.86,27.73,33.47,38.8,Material Reuse
general,natural_gas,407305.4,865554.9,147917.3,0.146,686172.4,193422.1,78.73,33732.1,73.54,48572.7,37.19,40.79,35.47,23.74,Process Changes
chemical,raw_materials,1254159.7,633695.8,98946.2,0.1351,284161.0,482924.6,73.84,128777.3,65.63,34423.7,45.19,18.23,26.26,55.51,Recycling Loops
textile,raw_materials,1156453.2,732400.5,71464.5,0.0889,112117.6,485200.6,82.0,119897.8,73.52,36692.6,26.05,20.7,37.28,42.02,Recycling Loops
textile,electricity,584050.8,1640037.9,10495.7,0.0064,228717.6,158658.7,79.01,18153.4,71.62,44954.3,65.74,28.36,66.82,4.82,Renewable Energy Substitution
chemical,electricity,376931.5,1351517.3,50969.0,0.0363,228027.2,82328.1,50.46,27885.9,72.98,31329.3,61.92,26.82,59.92,13.26,Renewable Energy Substitution
chemical,natural_gas,305272.9,784420.3,130850.5,0.143,1091324.1,115745.4,61.29,24421.5,60.17,19308.1,36.02,32.55,51.97,15.48,Energy Optimization
textile,waste,2167616.5,727549.3,43336.4,0.0562,408959.7,604736.6,84.2,150799.2,91.73,26121.3,34.61,21.65,22.49,55.86,Waste-to-Value
general,coal,564898.6,1150902.9,48854.2,0.0407,1609225.4,148847.2,51.0,28505.5,54.4,42264.2,53.99,59.18,19.38,21.44,Renewable Energy Substitution
chemical,waste,647149.5,363165.4,69515.1,0.1607,248703.8,344443.6,64.31,204823.9,97.77,38333.7,37.4,18.67,23.26,58.07,Waste-to-Value
general,raw_materials,2021309.5,745672.8,113878.6,0.1325,236685.3,1082972.2,86.83,51620.4,53.74,51768.4,44.07,23.16,29.16,47.68,Alternative Materials
general,raw_materials,862789.7,549087.4,93328.8,0.1453,414025.6,377213.2,88.05,60681.1,72.57,36031.0,37.13,26.28,27.69,46.03,Recycled Materials
chemical,raw_materials,1749998.3,843881.6,134397.6,0.1374,105047.8,620036.0,69.08,116023.8,54.64,26021.4,39.95,26.62,25.51,47.87,Recycling Loops
metal_engineering,raw_materials,2239804.2,681557.7,113551.8,0.1428,352954.9,637785.5,66.67,104448.4,53.8,31927.0,36.47,29.66,35.63,34.71,Recycling Loops
general,raw_materials,1050743.7,623037.0,178820.3,0.223,443012.2,313288.5,85.54,44006.9,60.21,34121.8,36.7,27.28,25.06,47.66,Recycled Materials
general,raw_materials,674859.3,813622.3,119076.7,0.1277,347910.1,241979.3,78.47,126392.5,63.75,29264.0,46.8,21.64,33.99,44.37,Recycling Loops
chemical,diesel,851287.5,298693.7,32507.2,0.0981,1634437.0,279048.5,67.75,25270.6,61.57,162005.6,32.88,55.26,11.93,32.81,Transportation Optimization
general,coal,386373.2,474287.6,148612.2,0.2386,583025.7,177440.4,73.43,27205.8,45.23,36924.5,33.02,38.21,26.54,35.25,Process Changes
textile,waste,881625.5,344173.4,72547.0,0.1741,377630.4,275076.8,76.49,121479.7,82.85,34857.5,41.67,27.18,22.34,50.48,Waste-to-Value
general,diesel,801820.5,441230.9,32050.3,0.0677,1661665.5,307443.8,69.99,19133.0,41.78,280916.8,36.44,44.31,19.01,36.68,Transportation Optimization
chemical,raw_materials,1442228.8,219664.3,22484.6,0.0929,216254.4,416711.5,77.36,98058.9,70.84,57005.1,29.74,21.71,16.45,61.84,Material Reuse
general,transport,1330488.7,425593.0,72005.8,0.1447,1497398.8,368630.5,52.29,33248.3,51.89,301971.3,33.97,52.88,21.04,26.08,Transportation Optimization
general,waste,991415.3,405030.5,41421.9,0.0928,186485.2,314774.7,81.25,105548.0,78.23,37532.0,34.93,23.17,18.37,58.46,Material Reuse
general,electricity,704968.2,1786309.9,147239.2,0.0761,148378.5,204779.7,84.1,18132.8,64.61,42496.4,59.22,27.03,51.71,21.26,Renewable Energy Substitution
chemical,waste,450689.3,592927.2,26698.5,0.0431,175681.5,234740.0,74.26,203730.8,77.54,40150.1,43.89,25.35,34.57,40.08,Waste-to-Value
textile,electricity,502255.0,2394765.2,274124.7,0.1027,270535.6,162733.6,72.64,36088.5,67.16,32053.3,67.5,25.51,69.79,4.7,Renewable Energy Substitution
metal_engineering,raw_materials,718796.5,810345.3,121121.6,0.13,183353.2,306764.5,66.57,85397.9,66.04,27580.5,27.49,25.85,37.09,37.06,Recycling Loops
chemical,waste,438615.0,672517.2,61854.1,0.0842,264703.9,229651.5,64.78,76666.5,72.79,24431.3,40.61,18.83,26.91,54.26,Recycling Loops
textile,raw_materials,1354295.1,667907.2,33907.5,0.0483,316359.8,787139.9,98.48,33674.9,68.98,57281.1,40.26,24.06,25.32,50.62,Alternative Materials
metal_engineering,waste,917703.8,624408.9,52067.8,0.077,171945.7,272853.0,66.23,60239.8,58.18,29067.2,46.79,17.93,34.63,47.44,Recycling Loops
chemical,coal,432616.5,2185994.3,18869.5,0.0086,794621.1,110005.3,71.94,30555.2,44.35,43033.2,49.55,59.26,25.48,15.26,Renewable Energy Substitution
food_processing,coal,498508.7,2143809.6,201714.0,0.086,532384.9,126703.0,52.41,33763.2,65.8,41569.6,46.62,54.13,18.69,27.18,Renewable Energy Substitution
metal_engineering,raw_materials,1284152.4,418012.9,65622.5,0.1357,219959.0,667816.8,83.22,63284.4,70.88,48839.9,36.08,22.04,32.01,45.95,Recycled Materials
